frm_category,to_category,item_count
G0132,G0356,1
G0132,G0357,5
G0132,G0358,5
G0132,G0359,1
G0132,G0360,1
G0132,G0361,1
G0132,G0362,1
G0132,G0363,1
G0132,G0364,1
G0132,G0365,1
G0132,G0366,1
G0132,G0367,3
G0132,G0368,2
G0132,G0369,2
G0132,G0370,1
G0132,G0371,4
G0132,G0372,4
G0132,G0373,1
G0132,G0374,2
G0132,G0375,2
G0132,G0376,1
G0132,G0377,1
G0132,G0378,3
G0132,G0379,1
G0132,G0380,1
G0132,G0381,1
G0132,G0382,1
G0132,G0383,1
G0132,G0384,1
G0132,G0385,1
G0132,G0386,3
G0132,G0387,2
G0132,G0388,1
G0132,G0389,1
G0132,G0390,4
G0132,G0391,3
G0132,G0392,1
G0132,G0393,2
G0132,G0394,2
G0132,G0395,8
G0132,G0396,5
G0132,G0397,1
G0132,G0398,3
G0132,G0399,8
G0132,G0400,3
G0132,G0401,1
G0132,G0402,1
G0132,G0403,1
G0132,G0404,1
G0132,G0405,1
G0132,G0406,1
G0132,G0407,1
G0132,G0408,2
G0132,G0409,1
G0132,G0410,2
G0132,G0411,1
G0132,G0412,1
G0132,G0413,1
G0132,G0414,1
G0132,G0415,1
G0132,G0419,1
G0132,G0420,1
G0132,G0421,1
G0132,G0422,1
G0132,G0423,1
G0132,G0424,1
G0132,G0425,2
G0132,G0426,1
G0132,G0427,1
G0132,G0428,1
G0132,G0433,1
G0132,G0434,1
G0132,G0435,1
G0132,G0436,1
G0132,G0437,4
G0132,G0443,2
G0132,G0449,2
G0132,G0455,2
G0132,G0457,2
G0132,G0504,1
G0132,G0505,1
G0132,G0506,1
G0132,G0528,6
G0132,G0529,1
G0132,G0531,145
G0132,G0532,2
G0132,G0535,1
G0132,G0536,1
G0132,G0543,30
G0132,G0544,185
G0132,G0548,1
G0132,G0549,1
G0132,G0555,1
G0132,G0563,2
G0132,G0566,1
G0132,G0568,1
G0132,G0570,370
G0132,G0586,2
G0132,G0587,7
G0132,G0588,10
G0132,G0594,1
G0132,G0603,3
G0132,G0607,1
G0132,G0608,1
G0132,G0617,2
G0132,G0636,5
G0132,G0637,5
G0132,G0639,3
G0132,G0641,1
G0132,G0643,215
G0132,G0644,73
G0132,G0646,39
G0132,G0647,1
G0132,G0648,1
G0132,G0649,22
G0132,G0650,2
G0132,G0651,2
G0132,G0652,12
G0132,G0653,28
G0132,G0659,2
G0132,G0664,8
G0132,G0665,4
G0132,G0668,1
G0132,G0694,1
G0132,G0695,1
G0132,G0696,1
G0132,G0706,2
G0132,G0707,1
G0132,G0708,12
G0132,G0709,2
G0132,G0718,3
G0132,G0722,3
G0132,G0725,2
G0132,G0800,2
G0132,G0802,1
G0132,G0804,1
G0132,G0806,191
G0132,G0808,6
G0132,G0809,3
G0132,G0810,3
G0132,G0811,3
G0132,G0812,3
G0132,G0813,3
G0132,G0814,3
G0132,G0815,3
G0132,G0816,3
G0132,G0817,3
G0132,G0818,3
G0132,G0819,3
G0132,G0820,2
G0132,G0822,3
G0132,G0823,3
G0132,G0824,1
G0132,G0826,1
G0132,G0828,2
G0132,G0831,3
G0132,G0832,3
G0132,G0833,3
G0132,G0846,1
G0132,G0847,2
G0132,G0848,1
G0132,G0850,1
G0132,G0885,2
G0132,G0886,2
G0132,G0887,1
G0132,G0888,1
G0132,G0889,1
G0132,G0890,6
G0132,G0891,3
G0132,G0892,3
G0132,G0893,3
G0132,G0894,3
G0132,G0895,3
G0132,G0896,3
G0132,G0897,3
G0132,G0898,3
G0132,G0899,3
G0132,G0900,3
G0132,G0901,3
G0132,G0902,2
G0132,G0904,3
G0132,G0905,3
G0132,G0906,1
G0132,G0908,1
G0132,G0910,2
G0132,G0913,3
G0132,G0914,3
G0132,G0915,3
G0132,G0917,1
G0132,G0949,1
G0132,G0951,2
G0132,G0958,1
G0132,G0965,6
G0132,G0966,6
G0132,G0967,3
G0132,G0968,3
G0132,G0969,3
G0132,G0970,3
G0132,G0971,3
G0132,G0972,3
G0132,G1100,5
G0132,G1101,5
G0132,G1102,9
G0132,G1103,9
G0132,G1104,4
G0132,G1105,4
G0132,G1106,4
G0132,G1107,4
G0132,G1108,3
G0132,G1109,3
G0132,G1110,2
G0132,G1111,2
G0132,G1112,2
G0132,G1113,2
G0132,G1114,2
G0132,G1115,2
G0132,G1116,2
G0132,G1117,2
G0132,G1118,2
G0132,G1119,2
G0132,G1120,2
G0132,G1121,2
G0132,G1131,10
G0132,G1132,4
G0132,G1140,1
G0132,G1143,2
G0132,G1146,1
G0132,G1150,1
G0132,G1154,1
G0132,G1155,1
G0132,G1156,2
G0132,G1157,2
G0132,G1158,1
G0132,G1159,2
G0132,G1160,1
G0132,G1177,4
G0132,G1179,2
G0132,G1180,2
G0132,G1181,2
G0132,G1182,2
G0132,G1183,2
G0132,G1184,2
G0132,G1185,2
G0132,G1186,2
G0132,G1187,2
G0132,G1188,2
G0132,G1189,2
G0132,G1190,1
G0132,G1191,2
G0132,G1192,1
G0132,G1194,2
G0132,G1195,2
G0132,G1196,2
G0132,G1199,1
G0132,G1200,2
G0132,G1201,2
G0132,G1202,2
G0132,G1203,2
G0132,G1204,2
G0132,G1205,2
G0132,G1206,2
G0132,G1207,2
G0132,G1208,3
G0132,G1209,4
G0132,G1210,2
G0132,G1211,3
G0132,G1215,2
G0132,G1216,2
G0132,G1217,2
G0132,G1218,2
G0132,G1224,3
G0132,G1225,3
G0132,G1226,3
G0132,G1227,3
G0132,G1264,3
G0132,G1265,2
G0132,G1267,3
G0132,G1268,3
G0132,G1467,2
G0133,G0024,2
G0133,G0025,8
G0133,G0043,1
G0133,G0071,1
G0133,G0113,1
G0133,G0129,2
G0133,G0132,3
G0133,G0133,8
G0133,G0570,8
G0133,G0704,1
G0133,G0718,8
G0133,G0764,1
G0134,G0005,1
G0134,G0033,1
G0134,G0035,1
G0134,G0042,1
G0134,G0124,1
G0134,G0132,1
G0134,G0134,1
G0134,G0212,1
G0134,G0388,1
G0134,G0531,1
G0134,G0543,1
G0134,G0544,1
G0134,G0570,1
G0134,G0644,1
G0134,G0653,1
G0134,G0806,1
G0135,G0005,1
G0135,G0033,1
G0135,G0035,1
G0135,G0042,1
G0135,G0124,1
G0135,G0132,1
G0135,G0135,1
G0135,G0213,1
G0135,G0389,1
G0135,G0531,1
G0135,G0543,1
G0135,G0544,1
G0135,G0570,1
G0135,G0644,1
G0135,G0806,1
G0136,G0007,1
G0136,G0019,2
G0136,G0033,3
G0136,G0042,3
G0136,G0124,3
G0136,G0132,3
G0136,G0136,3
G0136,G0139,2
G0136,G0206,1
G0136,G0390,3
G0136,G0437,2
G0136,G0528,1
G0136,G0531,2
G0136,G0543,1
G0136,G0544,1
G0136,G0570,3
G0136,G0644,3
G0136,G0653,1
G0136,G0696,1
G0136,G0806,3
G0136,G0824,1
G0136,G0826,1
G0136,G0906,1
G0136,G0908,1
G0136,G1189,1
G0136,G1191,1
G0137,G0033,1
G0137,G0042,1
G0137,G0124,1
G0137,G0132,1
G0137,G0137,1
G0137,G0208,1
G0137,G0391,1
G0137,G0531,1
G0137,G0543,1
G0137,G0544,1
G0137,G0570,1
G0137,G0644,1
G0137,G0806,1
G0138,G0033,1
G0138,G0042,1
G0138,G0124,1
G0138,G0132,1
G0138,G0138,1
G0138,G0208,1
G0138,G0392,1
G0138,G0531,1
G0138,G0543,1
G0138,G0544,1
G0138,G0570,1
G0138,G0644,1
G0138,G0806,1
G0138,G1467,1
G0139,G0007,1
G0139,G0019,2
G0139,G0033,2
G0139,G0042,4
G0139,G0124,4
G0139,G0132,4
G0139,G0136,2
G0139,G0139,4
G0139,G0219,2
G0139,G0390,2
G0139,G0437,4
G0139,G0528,1
G0139,G0531,3
G0139,G0543,1
G0139,G0544,2
G0139,G0570,3
G0139,G0644,3
G0139,G0653,2
G0139,G0696,1
G0139,G0806,4
G0139,G0824,1
G0139,G0826,1
G0139,G0906,1
G0139,G0908,1
G0139,G1189,1
G0139,G1191,1
G0140,G0005,2
G0140,G0033,2
G0140,G0042,2
G0140,G0124,2
G0140,G0132,2
G0140,G0140,2
G0140,G0206,1
G0140,G0393,2
G0140,G0531,2
G0140,G0543,2
G0140,G0570,2
G0140,G0644,2
G0140,G0806,2
G0140,G1102,1
G0141,G0005,2
G0141,G0033,2
G0141,G0042,2
G0141,G0124,2
G0141,G0132,2
G0141,G0141,2
G0141,G0208,1
G0141,G0394,2
G0141,G0531,2
G0141,G0543,2
G0141,G0570,2
G0141,G0644,2
G0141,G0806,2
G0141,G1103,1
G0141,G1467,1
G0142,G0142,1
G0142,G0536,1
G0142,G0570,1
G0142,G0800,1
G0143,G0028,18
G0143,G0064,2
G0143,G0066,2
G0143,G0143,27
G0143,G0501,3
G0143,G0595,6
G0143,G0596,7
G0143,G0713,8
G0143,G0714,9
G0143,G0728,2
G0143,G0729,2
G0143,G0730,8
G0143,G0731,8
G0143,G0732,2
G0143,G0733,1
G0144,G0028,1
G0144,G0033,1
G0144,G0125,1
G0144,G0144,1
G0144,G0531,1
G0144,G0543,1
G0144,G0570,1
G0144,G0645,1
G0144,G0806,1
G0145,G0028,1
G0145,G0033,1
G0145,G0125,1
G0145,G0145,1
G0145,G0531,1
G0145,G0543,1
G0145,G0570,1
G0145,G0645,1
G0145,G0806,1
G0146,G0001,40
G0146,G0011,8
G0146,G0031,102
G0146,G0032,44
G0146,G0045,2
G0146,G0052,1
G0146,G0055,1
G0146,G0056,1
G0146,G0070,2
G0146,G0073,2
G0146,G0074,1
G0146,G0075,2
G0146,G0078,1
G0146,G0079,1
G0146,G0121,46
G0146,G0130,101
G0146,G0146,102
G0146,G0158,1
G0146,G0159,1
G0146,G0226,3
G0146,G0542,3
G0146,G0570,1
G0146,G0609,1
G0146,G0611,2
G0146,G0612,2
G0146,G0621,1
G0146,G0622,1
G0146,G0624,1
G0146,G0633,3
G0146,G0634,61
G0146,G0679,1
G0146,G0683,1
G0146,G0684,1
G0146,G0685,1
G0146,G0761,1
G0146,G0762,1
G0146,G0920,1
G0146,G0950,1
G0146,G0954,1
G0146,G0955,1
G0146,G0956,1
G0146,G0957,1
G0147,G0147,9
G0147,G0162,1
G0147,G0163,1
G0147,G0164,1
G0147,G0550,1
G0147,G0551,1
G0147,G0552,1
G0147,G0553,1
G0147,G0554,1
G0148,G0148,1
G0149,G0149,1
G0150,G0150,1
G0151,G0025,1
G0151,G0071,1
G0151,G0151,2
G0151,G0570,2
G0151,G0801,1
G0152,G0038,1
G0152,G0043,1
G0152,G0131,1
G0152,G0132,1
G0152,G0152,1
G0152,G0167,1
G0152,G0222,1
G0152,G0407,1
G0152,G0570,1
G0152,G0888,1
G0153,G0008,14
G0153,G0027,14
G0153,G0038,17
G0153,G0043,21
G0153,G0089,2
G0153,G0109,1
G0153,G0118,1
G0153,G0126,9
G0153,G0131,3
G0153,G0132,9
G0153,G0153,21
G0153,G0167,6
G0153,G0170,1
G0153,G0171,1
G0153,G0173,5
G0153,G0174,1
G0153,G0175,1
G0153,G0209,2
G0153,G0214,1
G0153,G0222,14
G0153,G0408,2
G0153,G0409,1
G0153,G0410,2
G0153,G0411,1
G0153,G0412,1
G0153,G0469,5
G0153,G0470,1
G0153,G0471,1
G0153,G0472,1
G0153,G0473,1
G0153,G0531,17
G0153,G0544,15
G0153,G0555,1
G0153,G0563,2
G0153,G0570,20
G0153,G0587,4
G0153,G0588,4
G0153,G0603,2
G0153,G0643,9
G0153,G0653,5
G0153,G0664,4
G0153,G0670,1
G0153,G0708,4
G0153,G0806,9
G0153,G0958,1
G0153,G1140,1
G0154,G0038,4
G0154,G0043,4
G0154,G0080,1
G0154,G0081,1
G0154,G0128,4
G0154,G0132,4
G0154,G0154,4
G0154,G0200,4
G0154,G0222,4
G0154,G0419,1
G0154,G0420,1
G0154,G0532,2
G0154,G0570,4
G0154,G0586,2
G0154,G0587,2
G0154,G0588,4
G0154,G0617,2
G0154,G0637,2
G0154,G0659,2
G0154,G0664,3
G0154,G0665,3
G0154,G0708,4
G0154,G0722,2
G0154,G0725,1
G0154,G0804,1
G0154,G0846,1
G0154,G0917,1
G0154,G0951,2
G0155,G0008,3
G0155,G0038,5
G0155,G0043,5
G0155,G0090,1
G0155,G0126,5
G0155,G0132,5
G0155,G0155,5
G0155,G0167,4
G0155,G0222,4
G0155,G0424,1
G0155,G0425,2
G0155,G0531,2
G0155,G0544,3
G0155,G0570,5
G0155,G0603,1
G0155,G0636,3
G0155,G0643,2
G0155,G0653,1
G0155,G0806,1
G0155,G0886,2
G0156,G0038,1
G0156,G0043,1
G0156,G0126,1
G0156,G0132,1
G0156,G0156,1
G0156,G0167,1
G0156,G0222,1
G0156,G0426,1
G0156,G0570,1
G0157,G0038,1
G0157,G0043,1
G0157,G0131,1
G0157,G0132,1
G0157,G0157,1
G0157,G0167,1
G0157,G0187,1
G0157,G0199,1
G0157,G0222,1
G0157,G0428,1
G0157,G0570,1
G0157,G0587,1
G0157,G0588,1
G0157,G0708,1
G0157,G0949,1
G0158,G0031,1
G0158,G0079,1
G0158,G0146,1
G0158,G0158,1
G0158,G0634,1
G0159,G0031,1
G0159,G0121,1
G0159,G0130,1
G0159,G0146,1
G0159,G0159,1
G0159,G0634,1
G0161,G0161,1
G0162,G0147,1
G0162,G0162,1
G0163,G0147,1
G0163,G0163,1
G0164,G0147,1
G0164,G0164,1
G0165,G0007,3
G0165,G0008,58
G0165,G0013,1
G0165,G0015,1
G0165,G0018,1
G0165,G0019,2
G0165,G0033,64
G0165,G0036,16
G0165,G0037,20
G0165,G0042,64
G0165,G0060,8
G0165,G0061,8
G0165,G0062,1
G0165,G0063,8
G0165,G0082,16
G0165,G0083,8
G0165,G0094,4
G0165,G0095,4
G0165,G0096,4
G0165,G0097,4
G0165,G0098,1
G0165,G0111,8
G0165,G0112,8
G0165,G0122,28
G0165,G0123,17
G0165,G0124,3
G0165,G0126,16
G0165,G0132,64
G0165,G0165,64
G0165,G0202,3
G0165,G0203,3
G0165,G0204,3
G0165,G0205,3
G0165,G0206,3
G0165,G0207,7
G0165,G0208,4
G0165,G0210,3
G0165,G0216,3
G0165,G0286,2
G0165,G0287,2
G0165,G0288,2
G0165,G0289,2
G0165,G0290,2
G0165,G0291,2
G0165,G0292,2
G0165,G0294,2
G0165,G0303,2
G0165,G0339,2
G0165,G0340,1
G0165,G0345,1
G0165,G0346,1
G0165,G0347,1
G0165,G0348,1
G0165,G0349,1
G0165,G0353,1
G0165,G0356,1
G0165,G0382,1
G0165,G0395,1
G0165,G0398,3
G0165,G0399,1
G0165,G0400,3
G0165,G0531,17
G0165,G0544,6
G0165,G0548,1
G0165,G0549,1
G0165,G0570,58
G0165,G0636,2
G0165,G0643,59
G0165,G0644,3
G0165,G0649,8
G0165,G0652,4
G0165,G0653,4
G0165,G0668,1
G0165,G0806,31
G0165,G0808,6
G0165,G0809,3
G0165,G0811,3
G0165,G0812,3
G0165,G0813,3
G0165,G0814,3
G0165,G0828,2
G0165,G0831,3
G0165,G0832,3
G0165,G0885,2
G0165,G0887,1
G0165,G0889,1
G0165,G0890,6
G0165,G0891,3
G0165,G0893,3
G0165,G0894,3
G0165,G0895,3
G0165,G0896,3
G0165,G0910,2
G0165,G0913,3
G0165,G0914,3
G0165,G0965,6
G0165,G0966,6
G0165,G0967,3
G0165,G0968,3
G0165,G0969,3
G0165,G0970,3
G0165,G0971,3
G0165,G0972,3
G0165,G1102,3
G0165,G1103,3
G0165,G1104,3
G0165,G1105,3
G0165,G1106,3
G0165,G1107,3
G0165,G1116,2
G0165,G1117,2
G0165,G1118,2
G0165,G1119,2
G0165,G1120,2
G0165,G1121,2
G0165,G1177,1
G0165,G1179,1
G0165,G1180,1
G0165,G1181,1
G0165,G1182,1
G0165,G1183,1
G0165,G1185,1
G0165,G1203,1
G0165,G1204,1
G0165,G1205,1
G0165,G1206,1
G0165,G1207,1
G0165,G1264,1
G0165,G1265,1
G0166,G0007,9
G0166,G0013,3
G0166,G0014,2
G0166,G0015,3
G0166,G0016,2
G0166,G0018,5
G0166,G0019,9
G0166,G0033,12
G0166,G0035,5
G0166,G0042,12
G0166,G0053,1
G0166,G0054,1
G0166,G0124,12
G0166,G0132,12
G0166,G0166,12
G0166,G0212,6
G0166,G0213,3
G0166,G0215,1
G0166,G0296,2
G0166,G0297,2
G0166,G0373,1
G0166,G0375,2
G0166,G0379,1
G0166,G0380,1
G0166,G0383,1
G0166,G0391,1
G0166,G0531,1
G0166,G0570,9
G0166,G0607,1
G0166,G0608,1
G0166,G0644,12
G0166,G0653,2
G0166,G0806,4
G0166,G0822,3
G0166,G0823,3
G0166,G0904,3
G0166,G0905,3
G0166,G1146,1
G0166,G1187,1
G0166,G1188,1
G0167,G0008,4
G0167,G0027,2
G0167,G0038,16
G0167,G0043,16
G0167,G0126,9
G0167,G0131,7
G0167,G0132,16
G0167,G0152,1
G0167,G0153,6
G0167,G0155,4
G0167,G0156,1
G0167,G0157,1
G0167,G0167,16
G0167,G0187,1
G0167,G0199,1
G0167,G0222,13
G0167,G0407,1
G0167,G0410,2
G0167,G0411,1
G0167,G0412,1
G0167,G0421,1
G0167,G0422,1
G0167,G0423,1
G0167,G0425,2
G0167,G0426,1
G0167,G0428,1
G0167,G0531,3
G0167,G0544,4
G0167,G0555,1
G0167,G0563,2
G0167,G0570,15
G0167,G0587,5
G0167,G0588,5
G0167,G0603,3
G0167,G0636,3
G0167,G0643,1
G0167,G0664,4
G0167,G0708,5
G0167,G0886,2
G0167,G0888,1
G0167,G0949,1
G0167,G0958,1
G0168,G0168,2
G0168,G0530,1
G0169,G0043,1
G0169,G0169,1
G0169,G0176,1
G0169,G0222,1
G0169,G0474,1
G0169,G0502,1
G0169,G0531,1
G0169,G0544,1
G0169,G0568,1
G0169,G0570,1
G0169,G0601,1
G0169,G0637,1
G0169,G0806,1
G0169,G0851,1
G0170,G0008,1
G0170,G0027,1
G0170,G0043,1
G0170,G0153,1
G0170,G0170,1
G0170,G0222,1
G0170,G0471,1
G0170,G0531,1
G0170,G0544,1
G0170,G0570,1
G0171,G0008,1
G0171,G0027,1
G0171,G0043,1
G0171,G0153,1
G0171,G0171,1
G0171,G0222,1
G0171,G0473,1
G0171,G0531,1
G0171,G0570,1
G0171,G0670,1
G0172,G0043,1
G0172,G0172,1
G0172,G0176,1
G0172,G0222,1
G0172,G0475,1
G0172,G0502,1
G0172,G0531,1
G0172,G0568,1
G0172,G0570,1
G0172,G0601,1
G0172,G0637,1
G0172,G0670,1
G0172,G0806,1
G0172,G0851,1
G0173,G0008,5
G0173,G0027,5
G0173,G0038,5
G0173,G0043,5
G0173,G0153,5
G0173,G0173,5
G0173,G0209,2
G0173,G0214,1
G0173,G0222,1
G0173,G0469,5
G0173,G0531,5
G0173,G0544,5
G0173,G0570,5
G0173,G0643,5
G0173,G0653,5
G0173,G0806,5
G0173,G1140,1
G0174,G0008,1
G0174,G0027,1
G0174,G0043,1
G0174,G0153,1
G0174,G0174,1
G0174,G0222,1
G0174,G0470,1
G0174,G0531,1
G0174,G0544,1
G0174,G0570,1
G0174,G0643,1
G0175,G0008,1
G0175,G0027,1
G0175,G0043,1
G0175,G0153,1
G0175,G0175,1
G0175,G0222,1
G0175,G0472,1
G0175,G0531,1
G0175,G0544,1
G0175,G0570,1
G0176,G0002,1
G0176,G0027,1
G0176,G0038,1
G0176,G0043,3
G0176,G0110,1
G0176,G0126,1
G0176,G0132,1
G0176,G0169,1
G0176,G0172,1
G0176,G0176,3
G0176,G0222,3
G0176,G0427,1
G0176,G0474,1
G0176,G0475,1
G0176,G0502,2
G0176,G0531,3
G0176,G0544,2
G0176,G0566,1
G0176,G0568,3
G0176,G0570,3
G0176,G0601,2
G0176,G0637,3
G0176,G0641,1
G0176,G0670,1
G0176,G0806,3
G0176,G0850,1
G0176,G0851,2
G0178,G0038,3
G0178,G0043,3
G0178,G0178,3
G0178,G0200,2
G0178,G0222,3
G0178,G0464,1
G0178,G0570,3
G0178,G0588,1
G0178,G0592,3
G0178,G0638,2
G0178,G0666,2
G0178,G0667,2
G0178,G0708,2
G0178,G0721,1
G0178,G0726,2
G0178,G0952,2
G0179,G0038,2
G0179,G0043,2
G0179,G0179,2
G0179,G0200,2
G0179,G0222,2
G0179,G0466,1
G0179,G0570,2
G0179,G0588,2
G0179,G0602,2
G0179,G0666,2
G0179,G0667,2
G0179,G0708,2
G0179,G0918,1
G0180,G0012,1
G0180,G0043,1
G0180,G0180,2
G0180,G0186,1
G0180,G0222,1
G0180,G0458,1
G0180,G0502,1
G0180,G0507,1
G0180,G0531,1
G0180,G0570,2
G0180,G0637,1
G0180,G0640,1
G0180,G0655,1
G0180,G0706,1
G0180,G0708,1
G0180,G0709,1
G0180,G0806,1
G0180,G0849,1
G0181,G0012,1
G0181,G0043,1
G0181,G0181,2
G0181,G0186,1
G0181,G0222,1
G0181,G0460,1
G0181,G0502,1
G0181,G0508,1
G0181,G0531,1
G0181,G0570,2
G0181,G0637,1
G0181,G0640,1
G0181,G0656,1
G0181,G0707,1
G0181,G0708,1
G0181,G0709,1
G0181,G0806,1
G0181,G0849,1
G0182,G0012,1
G0182,G0043,1
G0182,G0182,2
G0182,G0186,1
G0182,G0222,1
G0182,G0462,1
G0182,G0502,1
G0182,G0509,1
G0182,G0570,2
G0182,G0640,1
G0182,G0657,1
G0182,G0694,1
G0182,G0706,1
G0182,G0708,1
G0182,G0806,1
G0182,G0849,1
G0183,G0043,1
G0183,G0183,1
G0183,G0186,1
G0183,G0222,1
G0183,G0459,1
G0183,G0502,1
G0183,G0531,1
G0183,G0570,1
G0183,G0637,1
G0183,G0640,1
G0183,G0670,1
G0183,G0706,1
G0183,G0708,1
G0183,G0709,1
G0183,G0806,1
G0183,G0849,1
G0184,G0043,1
G0184,G0184,1
G0184,G0186,1
G0184,G0222,1
G0184,G0461,1
G0184,G0502,1
G0184,G0531,1
G0184,G0570,1
G0184,G0637,1
G0184,G0640,1
G0184,G0670,1
G0184,G0707,1
G0184,G0708,1
G0184,G0709,1
G0184,G0806,1
G0184,G0849,1
G0185,G0043,1
G0185,G0185,1
G0185,G0186,1
G0185,G0222,1
G0185,G0463,1
G0185,G0502,1
G0185,G0570,1
G0185,G0640,1
G0185,G0670,1
G0185,G0694,1
G0185,G0706,1
G0185,G0708,1
G0185,G0806,1
G0185,G0849,1
G0186,G0002,6
G0186,G0012,12
G0186,G0027,2
G0186,G0038,2
G0186,G0043,12
G0186,G0115,2
G0186,G0116,2
G0186,G0117,2
G0186,G0127,3
G0186,G0132,3
G0186,G0180,1
G0186,G0181,1
G0186,G0182,1
G0186,G0183,1
G0186,G0184,1
G0186,G0185,1
G0186,G0186,15
G0186,G0222,12
G0186,G0413,1
G0186,G0414,1
G0186,G0415,1
G0186,G0416,1
G0186,G0417,1
G0186,G0418,1
G0186,G0458,1
G0186,G0459,1
G0186,G0460,1
G0186,G0461,1
G0186,G0462,1
G0186,G0463,1
G0186,G0502,9
G0186,G0504,1
G0186,G0505,1
G0186,G0506,1
G0186,G0507,2
G0186,G0508,2
G0186,G0509,2
G0186,G0531,10
G0186,G0570,14
G0186,G0637,6
G0186,G0639,6
G0186,G0640,9
G0186,G0670,3
G0186,G0694,3
G0186,G0695,1
G0186,G0706,10
G0186,G0707,5
G0186,G0708,11
G0186,G0709,6
G0186,G0806,9
G0186,G0847,2
G0186,G0848,1
G0186,G0849,6
G0187,G0038,1
G0187,G0043,1
G0187,G0131,1
G0187,G0132,1
G0187,G0157,1
G0187,G0167,1
G0187,G0187,1
G0187,G0199,1
G0187,G0222,1
G0187,G0428,1
G0187,G0570,1
G0187,G0587,1
G0187,G0588,1
G0187,G0708,1
G0187,G0949,1
G0188,G0005,3
G0188,G0018,1
G0188,G0019,2
G0188,G0033,4
G0188,G0035,2
G0188,G0042,5
G0188,G0124,1
G0188,G0188,5
G0188,G0260,4
G0188,G0442,1
G0188,G0448,1
G0188,G0450,2
G0188,G0518,1
G0188,G0528,2
G0188,G0544,2
G0188,G0570,4
G0188,G0571,2
G0188,G0644,2
G0188,G0697,2
G0188,G0806,1
G0188,G0835,2
G0188,G1189,1
G0189,G0005,2
G0189,G0018,1
G0189,G0019,1
G0189,G0033,3
G0189,G0035,2
G0189,G0042,3
G0189,G0189,3
G0189,G0261,3
G0189,G0452,1
G0189,G0454,1
G0189,G0456,1
G0189,G0528,1
G0189,G0544,2
G0189,G0570,2
G0189,G0571,1
G0189,G0644,1
G0189,G0697,1
G0192,G0014,4
G0192,G0033,4
G0192,G0035,4
G0192,G0042,4
G0192,G0104,2
G0192,G0132,4
G0192,G0192,4
G0192,G0262,4
G0192,G0443,2
G0192,G0449,2
G0192,G0544,4
G0192,G0570,4
G0192,G1101,2
G0192,G1131,4
G0193,G0013,4
G0193,G0033,4
G0193,G0035,4
G0193,G0042,4
G0193,G0103,2
G0193,G0132,4
G0193,G0193,4
G0193,G0263,4
G0193,G0455,2
G0193,G0457,2
G0193,G0544,4
G0193,G0570,4
G0193,G1100,2
G0193,G1131,4
G0194,G0005,1
G0194,G0033,1
G0194,G0035,1
G0194,G0042,1
G0194,G0194,1
G0194,G0260,1
G0194,G0531,1
G0194,G0570,1
G0194,G0644,1
G0194,G0806,1
G0195,G0005,1
G0195,G0033,1
G0195,G0035,1
G0195,G0042,1
G0195,G0195,1
G0195,G0261,1
G0195,G0531,1
G0195,G0570,1
G0195,G0644,1
G0195,G0806,1
G0196,G0005,1
G0196,G0033,1
G0196,G0035,1
G0196,G0042,1
G0196,G0196,1
G0196,G0262,1
G0196,G0570,1
G0196,G0644,1
G0197,G0005,1
G0197,G0033,1
G0197,G0035,1
G0197,G0042,1
G0197,G0197,1
G0197,G0263,1
G0197,G0570,1
G0197,G0644,1
G0199,G0038,2
G0199,G0043,2
G0199,G0131,1
G0199,G0132,1
G0199,G0157,1
G0199,G0167,1
G0199,G0187,1
G0199,G0199,2
G0199,G0222,2
G0199,G0428,1
G0199,G0468,1
G0199,G0570,2
G0199,G0587,1
G0199,G0588,2
G0199,G0602,1
G0199,G0708,2
G0199,G0949,1
G0200,G0038,10
G0200,G0043,10
G0200,G0080,1
G0200,G0081,1
G0200,G0128,4
G0200,G0132,4
G0200,G0154,4
G0200,G0178,2
G0200,G0179,2
G0200,G0200,10
G0200,G0222,10
G0200,G0419,1
G0200,G0420,1
G0200,G0464,1
G0200,G0465,1
G0200,G0466,1
G0200,G0467,1
G0200,G0532,2
G0200,G0569,1
G0200,G0570,10
G0200,G0586,2
G0200,G0587,2
G0200,G0588,8
G0200,G0592,2
G0200,G0593,1
G0200,G0602,3
G0200,G0617,2
G0200,G0637,2
G0200,G0638,3
G0200,G0659,2
G0200,G0664,3
G0200,G0665,3
G0200,G0666,3
G0200,G0667,3
G0200,G0670,2
G0200,G0708,9
G0200,G0722,2
G0200,G0725,1
G0200,G0726,1
G0200,G0804,1
G0200,G0846,1
G0200,G0917,1
G0200,G0918,1
G0200,G0919,1
G0200,G0951,2
G0200,G0952,2
G0200,G0953,1
G0201,G0008,2
G0201,G0033,2
G0201,G0036,1
G0201,G0042,2
G0201,G0062,1
G0201,G0092,1
G0201,G0093,1
G0201,G0123,2
G0201,G0132,2
G0201,G0201,2
G0201,G0531,2
G0201,G0544,2
G0201,G0570,2
G0201,G0643,2
G0201,G0806,2
G0202,G0003,5
G0202,G0008,5
G0202,G0033,10
G0202,G0036,5
G0202,G0040,5
G0202,G0042,15
G0202,G0094,5
G0202,G0099,5
G0202,G0123,10
G0202,G0132,10
G0202,G0165,3
G0202,G0202,15
G0202,G0223,6
G0202,G0286,4
G0202,G0308,2
G0202,G0339,3
G0202,G0342,3
G0202,G0347,1
G0202,G0350,1
G0202,G0531,6
G0202,G0544,6
G0202,G0570,13
G0202,G0643,5
